rat_intraperitoneal_LD50_(?log(mol/kg)),canonical_smiles
3.077628419,O=C(C=Cc1ccccn1)OCCN1CCN(c2ccc(Cl)cc2)CC1
5.569196217,Cc1cc(Cl)cc(O)c1Sc1c(C)cc(Cl)cc1O
2.889796423,O=S(=O)(O)Oc1c(-c2sc3ccc4ccccc4c3c2OS(=O)(=O)O)sc2ccc3ccccc3c12
2.656966561,CC1CCOS(=O)O1
2.152769268,NC(=O)c1cccc(-c2ccccc2)c1O
3.420982309,CC1C2CCC3C4CC=C5CC(O)CCC5(C)C4CCC32CN1C
3.002613522,O=C(NP(=O)(N1CC1)N1CC1)c1cc(I)ccc1I
2.5041787,COc1ccccc1C(=O)NCC(=O)N(C)C
3.233589477,Nc1nnc(-c2ccccc2)c(-c2ccccc2)n1
3.317493994,O=c1nnc(-c2ccccc2)c(-c2ccccc2)[nH]1
3.273856511,Cc1ccc([Te](Br)(Br)c2ccc(C)cc2)cc1
2.429687696,CCNCCCl
3.580391767,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
3.029183689,CCN(CC)CCn1cc(C2CCCN2C)c2ccccc21
3.81740449,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl
3.032245029,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2
3.458135056,CN(C)CCC=C1c2ccccc2Sc2ccccc21
2.273119892,CCSNC(=O)CC(N)C(=O)O
2.624831151,COc1ccc([N+](=O)[O-])cc1Cl
1.710740564,O=C(O)c1cc(O)ccc1O
2.796530769,CN(Cc1ccc(Cl)cc1Cl)S(N)(=O)=O
3.295748587,CN(C)CCON=C1c2ccccc2CCc2ccccc21
2.233521781,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
3.634096815,Cn1c(=O)[nH]c2nncnc2c1=O
3.123588777,NC(=O)c1[nH]cnc1/N=N/N(CCCl)CCCl
2.731337301,CC(C(=O)OCCN1CCN(CCOC(=O)C(C)c2cccc3ccccc23)CC1)c1cccc2ccccc12
2.876515593,O=C(O)CN(CC(=O)O)CC(=O)O
1.785955503,CC1OC1(C)C
3.687014825,c1ccc(C2CN3CCSC3=N2)cc1
3.025862716,CC(=O)c1ccc[n+](Cc2ccccc2)c1
3.700702481,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CC(O)C(OC1=O)C23
1.881757504,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1
3.179424114,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O
4.747145692,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
3.623827964,c1ccc2c(CC3=NCCN3)cccc2c1
2.26587866,O=C1CCC(=O)N1CO
2.544586407,CCCCCC1C(=O)N(c2ccccc2)C(=O)N(c2ccccc2)C1=O
6.114869589,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
2.852944538,O=C1C(c2ccccc2)C(=O)N(c2ccccc2)C(=O)N1c1ccccc1
3.245325611,Nc1nc(=O)c2c([nH]c[n+]2[O-])[nH]1
2.769251032,CCNc1nc(CC)nc(OC)n1
2.638990652,CC(=O)Nc1ccccc1CCNC(=O)c1ccc2ccccc2c1O
1.786444074,CC(C)=CCSCC(N)C(=O)O
2.666731397,CC(C)n1c(=O)[nH]c(=O)n1C(C)C
2.643512235,Nc1ccc(N)c([N+](=O)[O-])c1
3.498408202,CNC(=S)c1ccccc1
2.489986037,COc1ccc(N)cc1Cl
2.84465808,CCN(CC)C(=O)N1CCN(C)CC1
3.591614365,NC(=S)NNC(=O)c1ccccc1
3.69700566,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC
2.519762385,CC(C)=CCCC(C)=CC=O
3.822187701,O=C1C=CC(=Nc2ccc(O)cc2)C=C1
2.910031705,O=C(O)CS
3.152775887,Cn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(C)c1=O
3.153936754,Cn1c(=O)c2c(nc(Cc3ccc(N)cc3)n2C)n(C)c1=O
2.653781549,CCn1cnc2c(=S)nc[nH]c21
3.705747673,CN(N=O)C1CCCCC1
2.614284453,O=CC(Br)=Cc1ccccc1
3.734631838,CCOCC[N+](O)=CCCl.CCl
3.088713582,CCN(CC)CCn1cnc2ccccc2c1=O
1.039747983,OCC1COCO1
3.087562391,CCOC(=O)N(CCCl)CCCl
2.66325604,CCOC(=O)N1CCN(C(=O)OCC)CC1
2.671315688,CC(=O)CCc1ccc(O)cc1
2.961037025,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC
3.306662704,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
2.239758146,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
2.257823231,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
1.601238522,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12
1.971341616,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
3.182159751,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
2.22298023,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)Cc4cccs4)C3SC2)cc1
1.73660563,NC(=O)NC1N=C(O[Al](O)O)NC1=O
3.153197501,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31
3.291448775,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
3.606699994,CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O
3.72421191,O=C1C=C2C=CC3CC2(O1)C1CCCCN31
3.400242603,NCCC=C1c2ccccc2COc2ccccc21
2.828687818,CC(=O)Cn1cnc2ccccc2c1=O
2.769556662,O=P1(N(CCCl)CCCl)NCCO1
3.189721444,S=P1(N(CCCl)CCCl)NCCO1
3.360334602,CC1CCNP(=O)(N(CCCl)CCCl)O1
2.142944655,CNCCc1ccccn1
2.291219948,O=C(O)CNC(=O)c1ccco1
3.384372223,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
2.29883398,ONC1NCNC2NCNC12
3.720959957,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1
2.690873451,NN(Cc1ccccc1)c1ccccc1
4.074900513,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl
3.67370354,CC(=O)O[Pb](C)(C)C
2.894094427,CN1CCN(C(=S)S)CC1
2.632238408,O=C(O)Cc1ccc(-c2ccccc2)cc1
3.296660243,CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1
1.756644475,CCSCN(CSCC)c1nc(N(CSCC)CSCC)nc(N(CSCC)CSCC)n1
1.805456193,N#CCNc1nc(Cl)nc(NCC#N)n1
2.133958098,N#CCNc1nc(N)nc(NCC#N)n1
4.251168393,S=C1NCCNC(=S)S1
3.333269221,CCCCCC(C)NC
2.678832751,CCn1c(=O)oc2ccc(Cl)cc21
2.499700297,NC(Cc1ccc(O)c(O)c1)C(=O)O
2.822298334,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2
3.401768488,CC(Cc1ccccc1)NCc1ccccc1Cl
4.668965211,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21
3.850980743,CC1CCC2N(C1)CC1C3(O)CC45OC6(O)C(O)CCC4(C)C6CCC5C3(O)CC(O)C1(O)C2(C)O
3.183054621,CN(C)c1ccc(O)cc1
3.206166315,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1
2.573269136,COP(=O)(OC)C(OC(C)=O)C(Cl)(Cl)Cl
2.907429178,CC[N+](CC)(CC)CCO
2.749389813,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
3.271310025,C=CCN=C(Nc1cccc(C(=O)O)c1)S[Cu]
3.610473196,CC(N)C(O)c1cccc(O)c1
3.68997583,COc1ccc(C(CCCc2ccccc2)N(C)C)cc1OC
4.123102157,Cc1cccc(C(=O)O)c1N(CCCl)CCCl
4.265074233,Cc1c(C(=O)O)cccc1N(CCCl)CCCl
4.043225483,Cc1ccc(N(CCCl)CCCl)c(C(=O)O)c1
4.21071657,Cc1ccc(C(=O)O)cc1N(CCCl)CCCl
3.648773802,Cc1ccc(N(CCCl)CCCl)cc1C(=O)O
2.105133698,Cc1cc(=O)oc2cc(O)ccc12
3.488171181,CC(C)CCCC(C)N
1.577995759,C=C(C)C1CC=C(C)CC1
2.865541979,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O
4.12020097,CCCCCCCN1C(C)=CSC1=CC=C(C=Cc1scc(C)[n+]1CCCCCCC)c1scc(C)[n+]1CCCCCCC
4.043225483,Cc1ccc(C(=O)O)c(N(CCCl)CCCl)c1
2.246652428,CN1CCC=C(C(=O)O)C1
4.19046897,Cc1cc(I)ccc1NN=C(C#N)C#N
2.804500626,Nc1nc(N)c(-c2ccccc2)s1
2.992833181,CCCCNCC(=O)Nc1c(C)cccc1Cl
3.888406975,CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)C1(C)O)C23
1.898588799,CCCCCCC=O
3.654486791,O=P1(N(CCCl)CCCl)NCCCO1
2.997272589,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl
3.756436137,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
2.809740957,O=C(O)c1ccccc1OP(=O)(O)O
3.402592966,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
3.207272657,CC(=O)OC1CN2CCC1CC2
5.534719746,CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)cc1
2.411846936,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O
1.411638672,O=C1NS(=O)(=O)c2ccccc21
3.213991002,OC1CCN2Cc3ccccc3N=C12
3.339519898,Cc1cc(Cl)ccc1N=CN(C)C
3.304915013,CNC(C)CCC=C(C)C
2.708742526,CCCC=C(CC)[N+](=O)[O-]
3.189354605,Cc1cc(S(=O)(=O)O)c2c(C)ccc(C(C)C)cc1-2
2.731094296,CC(O)(C(=O)Oc1ccccc1)c1ccccc1
3.030663724,O=C1c2ccccc2C(=O)c2c1c1c3nc4ccccc4nc3c3cccc4c3c1n2S4(=O)=O
2.191375636,CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)O)CCC4(C)CCC23C)C1(C)C
2.28698259,CCCCOC(=O)CC(O)C(=O)OCCCC
2.29667516,CCCNC=O
2.520207991,CCCN(C=O)CCC
2.634907824,Nc1cc([N+](=O)[O-])ccc1Cl
3.822020286,CC(N)Cc1ccc2c(c1)OCO2
2.709577582,CCN(CC)CC(=O)Nc1ccccc1C
2.720773986,CC(=O)Oc1ccc(Cl)cc1Cl
2.708077408,Nc1ccc2c(c1S)C(=O)c1ccccc1C2=O
2.540005357,CC(CO[N+](=O)[O-])O[N+](=O)[O-]
3.043814416,Nc1cc(NCCO)ccc1N=Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(Nc4ccc(N=Nc5c(S(=O)(=O)O)cc6ccc(N=Nc7ccc(NCCO)cc7N)cc6c5O)cc4S(=O)(=O)O)cc3)c(O)c2c1
3.535829378,COc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1OC
3.256506667,C=CCOc1ccccc1OCC(O)CNC(C)C
3.298137933,O=C1C=CCC2C3CCCN4CCCC(CN12)C34
3.082804096,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
2.275380468,O=[N+]([O-])c1cncn1CCN1CCOCC1
3.727161558,O=C(O)c1ccccc1[Se][Se]c1ccccc1C(=O)O
3.578163403,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCC2(CCCC2)CC1
3.350925521,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCC2(CCCCC2)CC1
3.497053556,c1ccc2c(c1)Nc1cc(CCCN3CCC4(CCCCCC4)C3)ccc1S2
3.402072144,CC(CN1c2ccccc2Sc2ccccc21)N1CCC2(CCCC2)CC1
3.630485845,Clc1ccc2c(c1)N(CCCN1CCC3(CCCCC3)CC1)c1ccccc1S2
2.174911572,COc1cc2c3c(cccc3c1)C(=O)c1ccccc1-2
4.003770301,COP(=O)(OC)Oc1ccc(SC)c(C)c1
4.102037464,COP(=O)(OC)Oc1ccc(S(C)=O)c(C)c1
5.386637169,CCOP(=O)(OCC)Oc1ccc(S(C)=O)cc1
1.908877315,O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1
3.497053556,Cc1ccc2c(c1)Sc1ccccc1N2CCCN1CCC2(CCCC2)CC1
3.497004882,CC12CCC(O1)C1CN(CCCN3c4ccccc4Sc4ccccc43)CC12
4.217999527,CC(=O)NNc1ccc(N)cc1
2.600314788,C=CCOc1ccc(NC(C)=O)cc1
3.308179033,Cc1cccc2c1N(CCCN1CCC3(CCCCC3)CC1)c1ccccc1S2
2.693044266,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
4.914274497,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
2.130796769,NC(=O)c1ccccc1OCC(=O)Nc1ccccc1
5.405807223,C/C=N/c1nc(N)nc(/N=C/C)n1
3.365847252,O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1
2.736595674,CCCC=CC=O
3.45470215,CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
1.699686,CCN1CN1CC
3.230235736,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2
3.123357452,O=C1CCCC2C3CC(CN12)C1CC(O)CCN1C3
3.517656203,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21
2.767426629,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O
1.613513688,CN(CCOP(=O)(O)O)C(=N)N
2.400642519,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O
3.127386674,O=C(O)CC(O)C(=O)O
2.596592577,Nc1ccc(OCCOCCOc2ccc(N)cc2)cc1
3.260900271,O=C1C=Cc2cc(Br)ccc2C1=O
2.679496034,O=C(C=Cc1ccccc1)NCCO
4.429670576,CNC(=O)Oc1ccccc1C1OCCO1
2.437672664,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(O)c1O
4.457942421,O=C(O)CC1(CO)CCCCC1
2.985890312,CCCCN(C)N=O
3.76914305,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
2.509042141,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
3.337534994,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
2.351591476,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O
1.436871963,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
2.830890068,O=C1CCC2(c3ccccc3)OCCN12
2.66519624,O=C1CCCC2(c3ccccc3)OCCCN12
2.638025762,O=C1CCC2(c3ccccc3)OCCCN12
2.571601873,O=C1CCC2(c3ccc(Cl)cc3)OCCCN12
2.534862472,Cc1ccc(C23CCC(=O)N2CCCO3)cc1
2.679566008,O=C1CCC2(c3cccs3)OCCCN12
2.59339315,O=C1CCC2(c3ccc(F)cc3)OCCCN12
2.03607187,OCC(O)C1OC(c2ccco2)OC(CO)C1O
2.770470884,Cc1ccc(B2OCC3(CO2)COB(c2ccc(C)cc2)OC3)cc1
3.860847546,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
1.591849083,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
2.074271403,NC(=O)C1c2ccccc2CCc2ccccc21
2.918487585,CN(C)N=Nc1ccccc1
3.400916841,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
3.056135757,CN1CCCC1c1c[nH]c2ccccc12
2.00481215,CCCCCCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1
2.439411649,NP(N)(=O)N(CCCl)CCCl
2.5518467,ClCCN1CCCC1
3.506525941,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
2.652221993,COc1ccccc1OC(C)C(=O)O
2.93966732,CC1CNP(=O)(N(CCCl)CCCl)O1
3.428594773,N#CCN(CC#N)CC#N
2.847869581,NNc1nnc(NN)c2ccccc12
3.700165274,Cc1nc(N)nc(N)c1Oc1ccc(Cl)cc1
2.830060486,Nc1ncc(Oc2ccc(Cl)cc2)c(N)n1
3.936629338,Cc1nc(N)nc(N)c1Cc1ccc([N+](=O)[O-])cc1
3.864149018,CC(C)(C)N
1.989390484,CC(=O)NOC(C)=O
2.607402006,Cc1ccccc1OC(C)C(=O)O
3.80172091,O=C(O)CC[Se][Se]CCC(=O)O
2.299456521,CC(C)(O)C(=O)c1ccccc1
1.662227284,CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC
2.827813791,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21
2.332473588,CS(=O)(=O)OCC(OS(C)(=O)=O)C(O)C(O)C(COS(C)(=O)=O)OS(C)(=O)=O
4.515034946,CCCCNCC(O)CNc1ccc(C)cc1
4.655793706,NC(CC[Se][Se]CCC(N)C(=O)O)C(=O)O
3.155710012,O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)cc5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O
3.275711703,COc1cc(CCCS(=O)(=O)O)ccc1OC(Cc1cccc(OC)c1O)CS(=O)(=O)O
4.280328713,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O
2.628164061,S=C(S)NCCNC(=S)S
3.518291962,CC(C)CCOS(=O)(=O)O
5.847507027,CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O
2.642252639,CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O
2.203529915,CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O
2.750406225,CN(C)CCOC(=O)c1ccc(N)cc1
2.988044098,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
1.862205129,O=C(O)CCC(=O)OC1CCCCC1
2.163808159,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
3.732779628,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2
2.566413921,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
3.189508561,CCN(CC)CCOn1c(-c2ccccc2)nc2ccccc21
1.759341522,CN1C(=O)N(C)C2C1N(C)C(=O)N2C
3.140546967,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O
4.661401652,C[N+]1(C)C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2
2.926440203,COc1ccc2c(c1N)C(=O)c1ccccc1C2=O
1.889237395,N=c1ccn2c(n1)OC1C(O)C(CO)OC12
2.462801405,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O
2.11970711,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
3.973534237,COP(N)(=O)SC
2.926930713,C=CCN1C(=O)CC2(CCSC2)C1=O
3.898645414,COc1cc2c(cc1OC)C1CC(CC3CCCCN31)OC(=O)C=Cc1ccc(O)c-2c1
2.264985735,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O
2.439169879,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1CN1CCOCC1
2.343598217,O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1CN1CCOCC1
3.50386278,CNCCCC12CCC(c3ccccc31)c1ccccc12
2.088508182,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1F
3.300278772,CC(C)(N)Cc1ccccc1Cl
3.299357816,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1
3.882971531,COCCCNCC(O)C1COc2ccccc2O1
2.639202327,NC(=O)C1c2ccccc2C=Cc2ccccc21
1.802987059,O=S(=O)(O)c1ccccc1S(=O)(=O)O
3.762487962,CCOCCN(CCCl)CCCl
2.469955677,CCOC(=O)CCCOc1ccc(Cl)cc1C
3.1143796,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
2.149153574,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O
3.549822074,CNCCOC(c1ccccc1)c1ccccc1C
1.53197027,Nc1ccc2c3c(cccc13)C(=O)N(c1ccccc1)C2=O
2.500548632,CCC1(CN2CCCCC2)C(=O)NC(=O)NC1=O
2.678626388,CC(C)(Oc1ccccc1[N+](=O)[O-])C(=O)O
3.245373928,CCOc1ccc(C(CC(C)c2ccccc2)N(CC)CC)cc1
2.724888834,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
3.482274945,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21
2.978252535,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
2.045936726,COC(=O)Nc1nc2ccccc2[nH]1
5.154039226,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(O)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(O)C(C)O2)C(O)C(C)O1
4.258867026,CCN1CC2(OC(=O)c3ccccc3N)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC
4.992663955,CCC(C)CC(C)C=C(C)C1OC(c2c(O)c(C3C(O)C(O)C(O)C3O)cn(C)c2=O)CC=C1C
3.822355936,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
2.830298772,CC1=CC(O)C(C(C)C)CC1
5.012173201,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C
2.574421957,O=C(OCC1OC(O)(COC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1
3.030219715,CC12CCC3C(=CCc4cc(OS(=O)(=O)O)ccc43)C1CCC2=O
2.789229267,O=S(=O)(O)c1cccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)c1
3.215373153,O=S(=O)(O)c1ccc2c(c1)-c1nc-2nc2nc([nH]c3nc(nc4[nH]c(n1)c1ccc(S(=O)(=O)Nc5ccc(S(=O)(=O)CCO)cc5)cc41)-c1ccc(S(=O)(=O)O)cc1-3)-c1ccc(S(=O)(=O)O)cc1-2
3.541480813,C=C1NC(=O)C(C)NC(=O)C(C(C)C)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC(C)C2NC(=S)c3csc(n3)C(C(C)(O)C(C)O)NC(=O)C3CSC(=N3)C(=CC)NC(=O)C(C(C)O)NC(=O)c3csc(n3)C3(CCC(c4nc(C(N)=O)cs4)NC3c3csc2n3)NC(=O)C(C)NC1=O
7.89903763,CC=CC1=CN2C(=O)c3cc(OC4OC(C)C(NC)C(C)(O)C4O)c(C)c(O)c3NC(O)C2C1
2.274356169,OCC(CO)(CCl)CCl
2.3079429,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
2.516662476,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
3.077258758,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
3.666657379,O=NN(CCCl)C(=O)NC1CCCCC1
1.516519509,CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1
1.753748983,O=S(=O)(O)CNc1nc(NCS(=O)(=O)O)nc(NCS(=O)(=O)O)n1
2.473817223,C=CC(=O)OCCCCCCOC(=O)C=C
2.640493556,CC(=O)Nc1ccc2c(c1)OCO2
3.609376496,COc1ccc(CC(C)N)cc1OC
3.146753521,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC
4.471720377,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1
2.542607427,CN1C(=O)C2C=CC1c1ccccc12
4.537154448,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
2.887618931,COc1ccc(CN2CCNCC2)c(OC)c1OC
2.420238493,O=c1ncc2[nH]c(=O)[nH]c2[nH]1
2.445769829,O=c1[nH]c2[nH]cnc(=O)c2[nH]1
3.185162037,CCCCCN(C)N=O
4.366709645,CCC[Pb](CCC)(CCC)OC(C)=O
2.810192179,NCCc1nncs1
3.81208942,O=C(Nc1ccccc1)N1CC1
3.046282669,CNC(=O)N1CC1
2.933232103,O=S(C1CCCCC1)C1CCCCC1
3.206954133,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
