mouse_intraperitoneal_LD50_(?log(mol/kg))_(?log(mol/kg)),canonical_smiles
2.658552734,CCCc1nc(NC)nc(OC)n1
2.720740042,CCOc1nc(CC)nc(NC(C)C)n1
3.994413945,CCCCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
3.400981555,O=C(CCN1CCCCC1)c1ccc(Cl)cc1
3.464845228,COc1ccc(C(=O)CCN2CCCC2)cc1
3.577169174,c1ccc2c(c1)CCCC2NC1=NCCN1
3.283335822,CCN(CC)S(=O)(=O)c1ccc(CNC(=N)N=C(N)N)cc1
2.933704164,CC(N)(CN)c1ccccc1
2.028443819,CCCOP1(=O)CC=CC1
4.356189814,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl
3.596545117,CNC(=O)Oc1ccc(O)c2ccccc12
2.732884075,COc1nc(N)nc(Cc2ccccc2)n1
2.72895002,CCSCCc1nc(N)nc(OC)n1
2.816801212,COc1nc(N)nc(CCSc2ccccc2)n1
2.140166161,O=C1C(=CN2CCCCC2)C(c2ccccc2)=NN1c1ccccc1
2.540462955,c1cncc(Cc2c[nH]c3ccccc23)c1
2.057965847,C=CCC1(CC=C)CCCCC1=O
2.946202939,NN=Cc1ccccc1
2.889699965,O=c1[nH]c2cc(Cl)c(Cl)cc2o1
3.829917785,N#CSc1ccccc1
1.956958441,CC(C)=CCSCC(N)C(=O)O
3.522281179,CC(CN(C)C)Oc1c2c(nc3ccc(Cl)cc13)CCCCC2
1.875641744,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
3.785703452,CCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
3.396241811,O=C1C2=C(SCCS2)C(=O)N1CN1CCOCC1
3.040922603,NCCSSc1ccccc1Cl
2.423869826,NCCSSc1ccccc1S(=O)(=O)O
2.556534063,O=P12OCC(CO)(CO1)CO2
2.671107197,CC(C)n1c(=O)[nH]c(=O)n1C(C)C
2.767261908,NC(CNC(=O)C(=O)O)C(=O)O
2.854677705,Nc1ccc(N)c([N+](=O)[O-])c1
3.047094685,CNC(C)=S
3.648170522,CNC(=S)c1ccccc1
2.615834365,COc1nc(N)nc(CC#N)n1
2.952266808,CCOc1nc(N)nc(CC#N)n1
3.006904394,COc1nc(N)nc(-c2ccncc2)n1
2.716301819,CCOc1nc(N)nc(C(F)(F)F)n1
2.686001342,COc1nc(N)nc(C(F)(F)F)n1
3.516429597,CCOc1nc(N)nc(CCN2CCN(c3ccccc3)CC2)n1
3.516429597,COc1nc(N)nc(CCCN2CCN(c3ccccc3)CC2)n1
3.516429597,COc1nc(N)nc(CCN2CCN(c3ccc(C)cc3)CC2)n1
2.914369605,COc1nc(N)nc(CC(C)N2CCN(c3ccccc3)CC2)n1
2.776844594,COc1nc(N)nc(CCN2CCOCC2)n1
2.750608664,COc1nc(N)nc(CN2CCOCC2)n1
3.23356337,CCOc1nc(N)nc(CCN2CCN(c3ccc(C)cc3)CC2)n1
2.176764337,CSc1nnc(N)s1
3.279415966,Cc1cccc(CN2CCNCC2)c1
3.361663823,CN(C)CC(Oc1ccccc1)C(O)c1ccccc1
3.304712358,S=c1[nH]c2cc(Cl)ccc2s1
3.170270519,N#CCCCBr
3.000666131,CC1=CC(C)(C)NC(=S)N1CCO
3.793743972,CCC(=N)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
3.013532383,CCCC(O)CN
2.567942816,CCCC(C)(CC)C(=O)O
2.37148141,COc1ccc(N)cc1Cl
2.914544886,CCN(CC)C(=O)N1CCN(C)CC1
3.899464677,CCOC(=O)CSC#N
3.184311349,NN=C(c1ccccc1)c1ccccc1
4.047241109,NNC(=S)Nc1ccccc1
2.993861499,O=C1Nc2c(ccc3ccccc23)C1=O
2.71875281,C[Si](C)(COC(N)=O)c1ccccc1
3.60963055,c1ccc(CN2CCNCC2c2ccccc2)cc1
4.022684006,CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C
4.042049158,C=CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C
3.196585809,Cc1cccc(C)c1OCC(C)N
3.450436742,COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC
3.516429597,COc1nc(N)nc(CCN2CCN(c3ccccc3C)CC2)n1
3.065502533,COc1nc(N)nc(CCN2CCN(c3ccc(Cl)cc3)CC2)n1
2.763882642,COc1nc(N)nc(COc2ccccc2)n1
3.475573622,c1ccc2c(CN3CCCC3)c[nH]c2c1
2.699450475,CCOC(=O)C(Cc1c[nH]c2ccccc12)(NC(C)=O)C(=O)OCC
3.124187844,CC(=O)NOCC(=O)O
3.193831144,CC1=CC(C)(C)NC(=S)N1
2.146404163,CC(=O)Nc1nncs1
2.690938441,Cc1ccc(C(=O)c2ccc(Cl)cc2)cc1
4.355944104,CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O
3.105944262,CC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=S)O1
3.403712338,CN(CCC(=O)c1ccccc1)Cc1ccccc1
4.125674498,Nc1cc([As]=O)ccc1C(=O)O
2.517751281,O=C(Cc1ccccc1)NC(CSCc1ccccc1)C(=O)O
2.93046165,CC=C1CN2CCC1CC2C(O)(CCO)c1ccnc2ccc(O)cc12
3.064351649,O=C(O)COc1c(Cl)c(Cl)cc(Cl)c1Cl
3.339346527,CCCCCCCSC#N
3.600338951,O=C1C=CC(=Nc2ccc(O)cc2)C=C1
2.836636023,CCOC(=O)c1ccc(C(=N)N)cc1
2.255345442,CCC1C(=O)NC(=O)N(c2ccccc2)C1=O
2.817379521,O=C(O)CS
3.198078375,COc1ccc(C=Cc2nc3ccccc3nc2C=Cc2ccc(OC)cc2)cc1
0.912143781,CC(O)C(=O)NCCO
3.795763263,CC1=CC(C)(C)NC(=S)N1c1cccc(S(=O)(=O)O)c1
2.600191343,O=C(c1ccccc1)c1cccnc1
3.076892395,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1
3.598507998,O=[As]c1ccc(C(=O)NCCO)cc1
4.135818436,O=C(O)CNC(=O)c1ccc([As](O)O)cc1
4.068895015,NC(=O)CCCc1ccc([As]=O)cc1
4.845353347,O=[As]c1ccc(C(=O)NCc2ccccc2)cc1
2.116917528,c1ccc(C2SCCCS2)cc1
3.117416313,O=C(CCl)Nc1ccc([As](=O)(O)O)cc1
3.653028647,O=C(Nc1ccccc1)c1ccc([As](=O)(O)O)cc1
2.794943698,CCn1cnc2c(=S)nc[nH]c21
2.620517023,O=C(O)CNc1ccccc1[N+](=O)[O-]
2.651696596,CCOC(=O)CNc1ccccc1[N+](=O)[O-]
3.303100978,COc1cc(NCCCCCNC(C)C)c2ncccc2c1
3.021722533,NC(=O)SCC(=O)Nc1ccccc1
2.045659329,Cc1cc(=O)nc(NC(=N)Nc2ccc(Cl)cc2)[nH]1
2.723174809,CCCCCCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C
3.972429911,CC(Br)([N+](=O)[O-])[N+](=O)[O-]
3.24072201,C=CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
2.218025378,CS(=O)(=O)c1ccc(C(=N)N)cc1
4.100018064,O=[N+]([O-])C(Br)CO
3.002646484,CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
4.499603857,N=C1C=C(N)C(=O)c2ccccc21
2.530199698,C=C(O)/C(=N/O)C(C)C
2.711989342,CC(=O)Nc1cccc(NC(C)=O)n1
2.632007833,O=C(CN1C(=O)c2ccccc2C1=O)N1CCOCC1
2.409530001,O=CC(Br)=Cc1ccccc1
3.497691847,C(=Cc1ccccc1)CN1CCCCC1
3.220833202,N#CCSc1ncnc2nc[nH]c12
2.490768579,O=C(O)Cc1ccc(-c2ccccc2)[nH]1
2.422057725,Cn1c(=S)[nH]c2c(=O)[nH][nH]c(=O)c21
4.395691065,O=C(CI)OCCOC(=O)CI
2.873454063,O=c1[nH]c2cc(Br)cc(Br)c2o1
2.900526302,COc1ccc(C(=O)NCCCN2CCOCC2)cc1
3.435093891,O=C(NC(=S)Nc1ccc(O)cc1)c1ccccc1
1.142410325,OCC1COCO1
3.581467437,CCCc1nc2ccccc2[nH]1
2.44284866,CC(C)C(=O)c1ccc(O)c(O)c1
2.91707222,NCCC1CCCCC1
2.826979907,CC(=O)C(Cl)N=O
2.793545938,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC
2.731343751,CC1=NN(c2ccccc2)C(=O)C1=CN1CCCCC1
3.110035187,c1ccc2[nH]c(CCN3CCCCC3)nc2c1
3.320363807,CCN(CC)CC(C)OC(=O)C(c1ccccc1)c1ccc(OC)cc1
3.355579967,CCN(CC)CC(C)OC(=O)C(c1ccc(OC)cc1)c1ccc(OC)cc1
2.99430623,O=C1NCC2(CCN(CCc3ccc(F)cc3)CC2)O1
3.472769742,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
1.485447643,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O
2.47533941,NC(=O)C12CC3CC(CC(C3)C1)C2
2.742319818,CCCCCCC1(C)C(C#N)C(=O)NC(=O)C1C#N
3.116399253,CCN(CC)CCC(=O)c1ccc(OC)cc1
2.885308061,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
2.364502265,CN(C)C(C(N)=O)c1ccccc1
2.793432853,O=c1oc2ccccc2nc1-c1c[nH]c2ccccc12
2.654342719,COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(C=CC(N)=O)CC12
2.823311175,CN(C)CCCOc1c2c(nc3c(Cl)cccc13)CCCCC2
1.6072982,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12
2.632959491,CCOC(=O)C(O)=CC(=O)c1ccccc1O
1.860335615,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1
3.470508983,CCCCCCCCCCCC(=O)N1CCCCCC1=O
2.952460664,CN(C)CCC(O)c1ccccc1
3.12934825,CCN(CC)CC(O)(c1ccccc1)c1ccccc1
3.985882155,C=CCCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
2.401992983,CCC1(c2ccccc2)CCC(=O)N1
2.870422854,CCCCCC(C(=O)O)c1ccccc1
3.163966746,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
3.025863885,CCN(CC)CCOC(=O)C(c1ccc(OC)cc1)c1ccc(OC)cc1
2.946486653,CCOC(=O)Cc1nc2ccc(O)c(O)c2oc1=O
3.175218747,CC(CN(C)C)N1c2ccccc2Sc2ccccc21
3.358001863,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3
2.73293805,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1
2.714800875,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(C(C)C)=C5CCC43C)C2C1
3.107021322,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1
2.368549676,CC1(c2ccccc2)CCC(=O)N1
2.401315149,CCC(O)(CC(N)=O)c1ccccc1
2.362300224,CCCCCOc1ccccc1C(N)=O
2.269814356,S=C1NC2=C(CCCC2)C2(CCCCC2)N1
3.04890875,O=c1[nH]c2cc(Cl)c(Br)cc2o1
3.332266134,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12
2.847527954,S=c1[nH]nc(-c2ccccc2)s1
3.058927584,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31
2.778729924,c1ccc(Cn2cc(CCc3ccncc3)c3ccccc32)cc1
3.407253068,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
3.167432212,CC(Cc1ccccc1)NCCCCl
2.762756826,NCC=Cc1ccccc1
3.299248151,CNC(C)Cc1ccccc1OC
2.841593572,Cc1ccc(C)n1NC(=O)c1ccncc1
2.438029738,CCCCOC1NC(=O)NC1OCCCC
2.130791949,O=C(NNCc1ccccc1)C(O)C(O)C(O)CO
2.375215374,COc1cc(C=CC(N)=O)cc(OC)c1OC
3.32982078,CC(C)NCC(O)c1ccccc1Cl
2.993861499,O=C1Nc2ccc3ccccc3c2C1=O
1.98915165,NCCNCCCl
3.249127668,C(CCN1CCOCC1)=C1c2ccccc2CCc2ccccc21
2.900891243,Nc1[nH]ncc1-c1ccccc1
2.659452198,CC[n+]1cc(N)on1
2.142156585,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
3.180483337,Cc1cc[n+](CC(=NO)c2ccccc2)cc1
3.34618992,CN(C)CCCOc1c2c(nc3cc(Cl)ccc13)CCCCC2
3.34618992,CN(C)CCCOc1c2c(nc3ccc(Cl)cc13)CCCCC2
2.852812694,CNC(=O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
3.279342927,OC(CCOc1cccc2ccccc12)N1CCCCC1
3.654120777,O=C1C=C2C=CC3CC2(O1)C1CCCCN31
3.706049616,CN(C)C1(C(N)=O)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
2.125813682,CC1SCCS1
2.293008787,CC1CSC(c2ccccc2)S1
2.959787642,c1ccc(C2SCCS2)cc1
2.318795589,C(=CC1SCCS1)c1ccccc1
2.279190533,Nc1ccccc1C(=O)NO
2.155386362,O=C(O)CC1NC(=S)N(c2ccccc2)C1=O
3.436454776,NCCC=C1c2ccccc2COc2ccccc21
2.780588604,CC1CCNP(=O)(N(CCCl)CCCl)O1
2.629020752,CNCCc1ccccn1
2.351894008,O=C1Nc2ccccc2C1O
2.201913055,NC(=O)NCN1CCOCC1
1.778547599,O=C(NO)c1cccnc1
2.713399811,CC(C)(CO)CCCCCCCCC(C)(C)CO
2.350744071,CCC(=O)c1cc(OC)c(OC)c(OC)c1
2.711875731,CCOC(=O)NCCCOC(=O)Nc1ccccc1
2.021050036,CCOC(=O)NCCCOC(N)=O
5.067926954,CCCCCCCC1(C)OCC(CO)O1
4.818844626,CCCCCCC1(C)OCC(CO)O1
2.492959835,CC(C)CC1(C)OCC(CO)O1
2.688459868,COc1ccc(CC(N)=O)cc1OC
2.801619774,O=C1C=C(c2ccccc2)Sc2ccccc2N1
2.175664226,O=S(=O)(O)CCNc1ccc(S(=O)(=O)c2ccc(NCCS(=O)(=O)O)cc2)cc1
2.932742064,CC1(C)OCCS1
1.954898281,CC1(c2ccccc2)OCCS1
2.866956547,COc1ccc2[nH]c3c(c2c1)CCNC3c1ccncc1
3.086961019,COc1ccc2[nH]c3c(c2c1)CCNC3C(C)C
3.143569031,COc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1
3.164920637,COc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1
2.508195032,c1ccc(C2OCC3(COC3)CO2)cc1
2.476616189,O=C(CCl)NC12CC3CC(CC(C3)C1)C2
2.35961417,NCCCCNC(=O)c1ccccc1
3.111208728,O=C1CCCC(=S)N1
2.516654342,CC1(C)SCC(CO)S1
2.569814621,OCC1COC(Cc2ccccc2)O1
2.473501568,CC1(Cc2ccccc2)OCC(CO)O1
2.511346209,CCCCC1(CC)OCC(CO)O1
2.455336767,CC(C)C1(C(C)(C)C)OCC(CO)O1
2.564454253,CCCCC1(C)OCC(CO)O1
2.301633246,CC1(C2CCCCC2)OCC(CO)O1
2.416544151,CCCCC1(CCCC)OCC(CO)O1
4.383839763,CCC1(CC)OCC(CO)O1
2.61164301,CC(C)CC1(CC(C)C)OCC(CO)O1
2.566410657,CCC1(CCC(C)C)OCC(CO)O1
2.709385906,CCCCC(CC)C1OCC(CO)O1
2.518138094,CCCCC(CO)C1(C)OCCO1
3.67727761,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1
3.432716988,CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C
2.782225891,S=C1NCCCCN1
2.58454747,Cc1c(NC(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C
3.069891063,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
2.820133561,NN(Cc1ccccc1)c1ccccc1
2.69403587,O=[N+]([O-])c1nc2ccccc2[nH]1
2.949519949,Cn1c([N+](=O)[O-])nc2ccccc21
2.432045759,Cc1cc2nc([N+](=O)[O-])[nH]c2cc1C
2.941294728,CCCCN1CCN(C(=S)S)CC1
2.61143439,CC(C)N1CCN(C(=S)S)CC1
2.61143439,CCCN1CCN(C(=S)S)CC1
3.961768558,CC(=O)O[Pb](C)(C)C
3.026610599,CN1CCN(C(=S)S)CC1
3.36626976,CCCCCN1CCN(C(=S)S)CC1
2.147947715,Cc1c(NC(=O)c2ccccc2O)c(=O)n(-c2ccccc2)n1C
3.33231455,COc1ccc(CCNCc2ccc3ccccc3n2)cc1OC
3.076241642,S=C(S)N1CCN(c2ccccc2)CC1
3.637937802,CNC(=O)Oc1cccc2c(O)cccc12
2.220748592,c1ccc(C2OCCS2)cc1
3.086961019,CCCC1NCCc2c1[nH]c1ccc(OC)cc21
1.887412084,Cc1cccc(C#N)c1C
2.620979894,O=C(O)Cc1ccc(-c2ccccc2)cc1
3.787553452,CC(=O)C=CC=O
2.641949789,O=C(O)C1CC(=O)N(Cc2ccccc2)C1
2.781015367,COc1ccc(CCNc2cc(OC)c(OC)cc2[N+](=O)[O-])cc1OC
3.845563106,CC1CCC(=O)C=CC(=O)OC(C)CCC(=O)C=CC(=O)O1
2.451396796,Cn1c(NS(=O)(=O)c2ccc(N)cc2)nc2c(Cl)nc(Cl)nc21
1.677463229,CCSCN(CSCC)c1nc(N(CSCC)CSCC)nc(N(CSCC)CSCC)n1
2.230074074,CCSCN(CCN(CSCC)CSCC)CSCC
2.412046674,CCCC1(CCC)OCC(CO)O1
4.871414098,CCCCCC1(CC)OCC(CO)O1
3.101039753,COc1ccc2[nH]c3c(c2c1)CCNC3c1cccnc1
3.061284685,CCC1NCCc2c1[nH]c1ccc(OC)cc21
3.510826406,O=[N+]([O-])N1CCN([N+](=O)[O-])C1
1.853509471,N#CCN(CC#N)CCN(CC#N)CC#N
3.521734175,CN(CC#N)CCN(C)CC#N
1.872402983,N#CCNc1nc(Cl)nc(NCC#N)n1
2.360659351,N#CCNc1nc(N)nc(NCC#N)n1
2.431897457,CN=Cc1ccc(O)cc1
2.480481244,CN=Cc1ccc(O)c(O)c1
2.176567756,O=C(O)c1ccccc1N=Cc1ccccc1
3.125557166,N#CC(c1ccccc1)N1CCCCC1
3.865892663,O=c1[nH]cc(CN(CCF)CCCl)c(=O)[nH]1
2.690948795,CC1(c2ccccc2)SCCS1
2.35101124,CCCC1(c2ccccc2)SCCS1
3.075486479,CCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C
2.975477763,CC(C)Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2C
3.394822774,O=C(O)c1cc(C=Cc2ccc([N+](=O)[O-])o2)nc2ccccc12
2.334844976,CC(=O)Oc1cccc2ccc(C=Cc3ccc([N+](=O)[O-])o3)nc12
2.092939841,O=c1c2c([nH]c3c(Cl)cccc13)CCCCC2
2.092939841,O=c1c2c([nH]c3ccc(Cl)cc13)CCCCC2
4.122821829,Nc1c2c(nc3ccccc13)CCCCC2
4.243572832,CN(C(=O)CN(CCOC(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
2.896278038,CCN(CC)CCCn1c(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)c2ccccc21
3.448288478,CCN(CC)CCOc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OCCN(CC)CC)cc2)cc1
2.699518322,COc1ccc(C2=NCCC2c2ccc(OC)cc2)cc1
3.726544653,c1ccc2c(N3CCCCC3)c3c(nc2c1)CCCC3
3.580416617,c1ccc2c(N3CCCC3)c3c(nc2c1)CCCCC3
3.559275662,COc1ccc(CCNc2c3c(nc4ccccc24)CCCC3)cc1OC
3.692303344,CN1CCN(c2c3c(nc4ccccc24)CCCCC3)CC1
4.271709982,c1ccc2c(N3CCCCC3)c3c(nc2c1)CCCCC3
2.939775869,COc1ccc(-c2[nH]c(C(=O)O)c(C(=O)O)c2-c2ccc(OC)cc2)cc1
3.560080733,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
2.924045903,CCC(CCN1CCOCC1)(C(=O)O)c1cccc2ccccc12
3.628275191,CC(C=C(c1cccs1)c1cccs1)N(C)C
2.50233151,Nc1ccc(=S)[nH]n1
2.868402176,CC(C)NCC(O)COc1ccc(Cl)cc1
1.962828488,Cn1c(=O)oc2ccc(Cl)cc21
2.592541714,CCn1c(=O)oc2ccc(Cl)cc21
2.548976668,NC(Cc1ccc(O)c(O)c1)C(=O)O
2.226302229,CN1C2CCC1C(C(=O)O)C(O)C2
3.730395638,OCCN1CC2CCC(C1)N2CCCN1c2ccccc2Sc2ccc(Cl)cc21
3.677770934,CN1CC2CCC(C1)N2CCCN1c2ccccc2Sc2ccc(Cl)cc21
3.763024399,OCCN1CC2CCC(C1)N2CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
3.336002183,CN1CC2CCC(C1)N2CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
3.004677317,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2
3.373486695,CN(CCN(C)c1ccccn1)Cc1ccc(Br)s1
2.28831631,CCC(=O)c1cc(OC)ccc1OC
2.619572643,C[Si](C)(C)OCCN
2.993861499,O=C1Nc2cc3ccccc3cc2C1=O
2.973177606,CSSC(C)=O
3.174958915,NC(=O)c1cccs1
2.322707085,O=C1Nc2ccccc2Nc2ccccc21
2.513655522,O=C(CN1CCOCC1)Nc1ccccc1
2.793335901,CCOC(=O)CCSP(=O)(OCC)OCC
2.527645062,CCCCCC(=O)N(C)C
2.788585628,CCN(C)CCC(C(=O)O)(c1cccc2ccccc12)C(C)C
3.131095528,CN(C)NC(=S)SSC(=S)NN(C)C
4.335328747,CC(C)OP(=O)(OC(C)C)OP(=O)(OC(C)C)OC(C)C
5.373259667,COP(=S)(OC)Oc1ccc(=O)[nH]n1
2.301273133,COC(=O)C(C(=O)OC)C(F)(F)F
3.751874695,c1ccc2c(N3CCOCC3)c3c(nc2c1)CCCCC3
2.509766509,OCC(O)CNc1ccccc1
2.490967191,O=C1NC(=O)C(c2ccccc2)O1
2.892899343,C=CCNCCS
4.508702056,CC(C)N(CCS)C(C)C
3.401768488,CC(Cc1ccccc1)NCc1ccccc1Cl
3.876294836,CC(Cc1ccccc1)NCc1cccc(C(F)(F)F)c1
3.438004091,CC(Cc1ccccc1)NCC1CCCO1
3.191925852,CC(Cc1ccccc1)N(C)CC1CCCO1
2.956354151,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1
3.59627252,CCCCCCCC[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
3.736015331,CCCCc1nc2ccccc2[nH]1
3.930008066,COc1cc2c(cc1OC)C(C)N(C)CC2
2.50094838,C[N+]1(C)CC2CC(C1)c1cccc(=O)n1C2
4.356576261,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21
4.51886036,CCP1(=O)OCc2ccccc2O1
3.997179793,O=P1(CCl)OC2=C(O1)C1CC1C=C2
2.311685202,NC(CN(O)N=O)C(=O)O
2.134307823,OCC1CSCS1
1.995038178,CC1CSC(C)(C)S1
3.562383283,CC(Cc1ccccc1)N(C)Cc1ccc(Cl)cc1
2.967546486,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
3.707263507,CC1CCC2N(C1)CC1C3(O)CC45OC6(O)C(O)CCC4(C)C6CCC5C3(O)CC(O)C1(O)C2(C)O
2.936302612,Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O
2.419303426,O=C(O)C(CCN1CCOCC1)c1cccc2ccccc12
3.218219038,CN(C)c1ccc(O)cc1
3.233116731,COc1cc2c(cc1OC)CC(C)N=C2
2.158958032,CCCc1ccc(OC)c(OC)c1
3.265584936,COc1cc2c(cc1O)CC1NCCc3cc(O)c(OC)c-2c31
2.729327674,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccc(O)cc2)cc1
3.332610797,CCCCCCNCCS
2.900305212,CCCNCCS
3.214972751,O=C1CC2C(CCN3CCC4CCCC2C43)CO1
3.218104673,CCC(N)C(O)c1ccccc1
2.661806772,COP(=N)(S)Oc1ccc(C(C)(C)C)cc1Cl
3.122101943,CN(C(=O)CF)c1cccc2ccccc12
2.935071241,COCc1cccc2ccccc12
1.890987629,Cc1nccnc1C
2.762866042,CN(C)CCCOc1cccc2cc(-c3ccncc3)c(=O)oc12
3.622759977,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C
3.474912668,CCOC(=O)CNP1(NCC(=O)OCC)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
3.149646559,c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1
3.328595355,CN(C)CCN1c2ccccc2Sc2ccccc21
3.670454598,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1[N+]2(C)C
3.398324499,COC(=O)CON
4.877459231,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3CC12
3.389548509,CC(=O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C
2.806733799,Cc1ccc(C(=O)c2ccccc2Cl)cc1
4.630221019,COP(=O)(F)OC
3.531895326,COc1cc(C(=O)C#N)cc(OC)c1OC
2.051053428,CCN(CC)CC(=O)N/N=C/C(=O)c1ccc(-c2ccccc2)cc1
2.224542126,O=C(CN1CCCC1)N/N=C/C(=O)c1ccc(-c2ccccc2)cc1
2.439818831,O=C(CN1CCOCC1)N/N=C/C(=O)c1ccccc1
2.066243905,O=C(CN1CCCCC1)N/N=C/C(=O)c1ccc(-c2ccccc2)cc1
2.088105362,O=C(CN1CCCC1)N/N=C/C(=O)c1ccc(Sc2ccccc2)cc1
2.786993812,O=C(CN1CCOCC1)N/N=C/C(=O)c1ccc(Oc2ccccc2)cc1
3.112787595,O=C(CN1CCCC1)N/N=C/C(=O)c1ccccc1
3.260605576,O=C(CN1CCCCC1)N/N=C/C(=O)c1ccccc1
3.369717913,O=C(CN1CCCC1)N/N=C/C(=O)c1ccc(Oc2ccccc2)cc1
3.261777768,O=C(CN1CCCCC1)N/N=C/C(=O)c1ccc(Oc2ccccc2)cc1
3.175358545,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21
3.344255743,CCC1(OC(=O)c2ccccc2)CCCCC1CN(C)C
2.708552006,CCC(=C(CC)c1cccc(O)c1)c1cccc(O)c1
2.443817016,C[N+]1(C)CCCC1c1cccnc1
2.648019692,Cc1ncccc1CCCl
3.389818513,CC1(c2ccccc2)CNC1
3.472574581,COc1cc2c3c(c1O)-c1c(ccc(OC)c1OC)CC3N(C)CC2
2.350334179,CCNC(=O)NC(=O)c1cc(OC)c(OC)c(OC)c1
2.579804376,CC(N)C(O)c1cccc(O)c1
3.032239225,CCC(C)CC(C)NC
2.041931423,CCOC(=O)CCSP(=S)(OCC)OCC
3.230876619,CC(=O)OCc1cc(=O)n(C=O)c2cc3c(cc12)c(C)cc(=O)n3C
3.29925772,Cc1cc(=O)n(C)c2cc3c(cc12)c(COC(=O)CCC(=O)O)cc(=O)n3C=O
